dataset,model,label,fold,release_path,size_bytes,sha256,notes,original_size_bytes,original_sha256,removed_keys,validation
md_final1640_v2,FRPN,dielectric_constant,0,md_final1640_v2/FRPN/dielectric_constant/FRPN__dielectric_constant__fold0.pt,568173012,051e72f8bc1f6c39b8496d22fe5541da26f098e91c74e311e914c222369e0160,MD_FINAL1640_v2 final checkpoint,1276085366,634ef876b48f74503bdd552b62c4a728bc5468a85d180ba3bdd5058be70239c1,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,dielectric_constant,1,md_final1640_v2/FRPN/dielectric_constant/FRPN__dielectric_constant__fold1.pt,568173012,519d866645ee84182c43af42dc4f38ee40213754efa6d705b029fdf473149f29,MD_FINAL1640_v2 final checkpoint,1276085366,2a4aca3730544560e6be8dc5c08033c0e2b55038bcd1ed0d4324ae97a7f57b19,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,dielectric_constant,2,md_final1640_v2/FRPN/dielectric_constant/FRPN__dielectric_constant__fold2.pt,568173012,c7bd7e1cc334d0e90a9d788025c46e6096cd05fe7b43ec510036591c80dd1e87,MD_FINAL1640_v2 final checkpoint,1276085366,f6a5d08f6d94feb6ef42a41f079201c88e54b2fa88121c474e8eac448562a559,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,dielectric_constant,3,md_final1640_v2/FRPN/dielectric_constant/FRPN__dielectric_constant__fold3.pt,568173012,3ebb100c8755850fabcd075f886a513e86c8de637c38b2917072370ae76086aa,MD_FINAL1640_v2 final checkpoint,1276085366,23071f819e8347fe605c3dcec1f71165e0e536b61ac5fee28272ff26b73dee69,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,dielectric_constant,4,md_final1640_v2/FRPN/dielectric_constant/FRPN__dielectric_constant__fold4.pt,568173012,0296e086a939f459e4332128aa22c718472bdde06f0ebe572cdf3c86fbced08a,MD_FINAL1640_v2 final checkpoint,1276085366,cea19b0f2c218d38ec27cb259f838c44762a3c0a240a3264a627a28e9b27d766,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,refractive_index,0,md_final1640_v2/FRPN/refractive_index/FRPN__refractive_index__fold0.pt,568170801,16087a4106338bd0f5d8e6c806eeac27dffb6c2d66134cca10e383d248a852ed,MD_FINAL1640_v2 final checkpoint,1276085366,b86c33873c8ce74b36a6bfe1648ac6a55747a2fd064a8b56720ab13a63cb2f19,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,refractive_index,1,md_final1640_v2/FRPN/refractive_index/FRPN__refractive_index__fold1.pt,568170801,6b83364386af507deb72af737cdd3e7e289ee659bcc14efc88ce7cb6698d65e1,MD_FINAL1640_v2 final checkpoint,1276085366,adfe6f95d9d730c7244a6e56f9e526b92beac73584014e597ecc18f7572794ee,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,refractive_index,2,md_final1640_v2/FRPN/refractive_index/FRPN__refractive_index__fold2.pt,568170801,dddb987a819194ec26bac27e669c74b259c3f48c62b633c254cb4692a2e35f5a,MD_FINAL1640_v2 final checkpoint,1276085366,eec09d44235eeaab185b41d4e4666bc5123208127c989d2280259db8409d386b,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,refractive_index,3,md_final1640_v2/FRPN/refractive_index/FRPN__refractive_index__fold3.pt,568170801,5178b6139144314651dc77c7b94f691fb172621af58f42e03c1f5efd0a465471,MD_FINAL1640_v2 final checkpoint,1276085366,7ee1faa88350d5fa0bb111947da5deffc5054ddc0c7b47bed279aef612a250a5,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN,refractive_index,4,md_final1640_v2/FRPN/refractive_index/FRPN__refractive_index__fold4.pt,568170801,9062aa165a3a4ad2fd318c4e863be81b00cba663054fbe02a27145ab31445f20,MD_FINAL1640_v2 final checkpoint,1276085366,9f5f41a79a4cac010c04ce6654fa7e5990f00c1ce726cfd8d1025b772c69a27f,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,density,0,md_final1640_v2/FRPN_FP/density/FRPN_FP__density__fold0.pt,568461291,af077874b6760e4a76e7f8b83ab67d960c2566200e9f4c90b697fde9e284b845,MD_FINAL1640_v2 final checkpoint,839732196,b15c7c49235208f7ad4ce1751a32539078a1148d7b77ab26abffac4e5395741b,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,density,1,md_final1640_v2/FRPN_FP/density/FRPN_FP__density__fold1.pt,568461291,c9e5be8811846d18be8bfa7764149171cfda5ccf30b82929b68f8fbe151ef531,MD_FINAL1640_v2 final checkpoint,839732196,83e5070f8561cb459867f9c5a03f10cc5da44aa58497032440579b29f6bd331f,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,density,2,md_final1640_v2/FRPN_FP/density/FRPN_FP__density__fold2.pt,568461291,ed98b5f2a82d4fe42b4d0445880a8ae8ea6fefbb9f712247b482e57071a00077,MD_FINAL1640_v2 final checkpoint,839732196,07e3d59d9fa24c565842bbd0efdb1f77917fab0a3d33c946afaa143c00b39552,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,density,3,md_final1640_v2/FRPN_FP/density/FRPN_FP__density__fold3.pt,568461291,1cd8fd85d92f5922eee01db96c07b7fde11f84369223ff406e9915960ced24e3,MD_FINAL1640_v2 final checkpoint,839732196,83a3a0b5477e18f93ddec3412970c1da39f33f339e9575d5fdb879c8dde5b2cf,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,density,4,md_final1640_v2/FRPN_FP/density/FRPN_FP__density__fold4.pt,568461291,948db98caac02fbe5b14fb2a2637720b6b81c04ec086757bf82185dba2a75ff5,MD_FINAL1640_v2 final checkpoint,839732196,72adc60ee8ef5bc54f7eed24b388a912e42e049fa4275c9f3f7f86dcad8d400d,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,Rg,0,md_final1640_v2/FRPN_FP/Rg/FRPN_FP__Rg__fold0.pt,568457222,5cf39f8a3ccb0818de35daf2f569e0a80ce5248eed2491dabf477b3a52a87be7,MD_FINAL1640_v2 final checkpoint,839732196,2d300bcf5a37ad62c833adcbeb0ca8f5e410939f5db14ff96aa31529fb9c8bcb,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,Rg,1,md_final1640_v2/FRPN_FP/Rg/FRPN_FP__Rg__fold1.pt,568457222,9a415db157dec618c10710785a8f444c901ea06c062e125441a4360d9aa9b2a5,MD_FINAL1640_v2 final checkpoint,839732196,69ae8fb2be314e69a0f207c2b70987d35d2f0a23873b8884b2125a4d579a5ed0,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,Rg,2,md_final1640_v2/FRPN_FP/Rg/FRPN_FP__Rg__fold2.pt,568457222,05425d87ba3269921854f78479317cb6071c9e767fa15f16a887542de13ae279,MD_FINAL1640_v2 final checkpoint,839732196,24f035c169b12c8c34a5da6bc0e540d91f1651ac8b01042cca0bae219d772a02,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,Rg,3,md_final1640_v2/FRPN_FP/Rg/FRPN_FP__Rg__fold3.pt,568457222,f82f3fd3b0b3c4cea3904334cb0ba5ab5dcda263e9169942ac9c380865977060,MD_FINAL1640_v2 final checkpoint,839732196,e9c1376eef3be37c6a36436e7ab057e18ad59fb2bcd3b37cc32b94fbaa5e2596,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,Rg,4,md_final1640_v2/FRPN_FP/Rg/FRPN_FP__Rg__fold4.pt,568457222,cff524c1a8d1df6715c005a9d39fd7253e478fd9976318f81d806edc415c1582,MD_FINAL1640_v2 final checkpoint,839732196,379ce9abcef13f10faa494ea470d382b118637c1af0f6e2bcafc067fd49f80d7,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,D,0,md_final1640_v2/FRPN_FP/D/FRPN_FP__D__fold0.pt,568456485,2407a845ba6f4dcbc2f7f698076bf94979130b7f8ef87e0b7018acc3a1c6de38,MD_FINAL1640_v2 final checkpoint,839732196,aaf76fafff63270c7da9431ea1febb7beb792534372b56ab420be54077ce0224,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,D,1,md_final1640_v2/FRPN_FP/D/FRPN_FP__D__fold1.pt,568456485,97a0cbb214b48450a1334e190d8a78f37e8075fccf95cb619797030df580fc73,MD_FINAL1640_v2 final checkpoint,839732196,0bdaf9ed3bac1373a411540bae2f6e81972acfbe3a4ce341cd51e91da8f37ead,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,D,2,md_final1640_v2/FRPN_FP/D/FRPN_FP__D__fold2.pt,568456485,49f101e90c7d5173cc9682e4047a7cda41b7d4b8d88897abb6c0ff73d1d2b738,MD_FINAL1640_v2 final checkpoint,839732196,11af615c3f5ce95fcfc85e6aa69a284562bb91edaf8dc48e755d7babd670e3c1,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,D,3,md_final1640_v2/FRPN_FP/D/FRPN_FP__D__fold3.pt,568456485,4421eec71167c107c3ee2acd5bdda871d1bfcc8131bef8c0b256d0d09b81a0d0,MD_FINAL1640_v2 final checkpoint,839732196,7f49b26af4fc0e5a6771c66e50b128f55a48599a8e883617100b81ebf2a1686b,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,D,4,md_final1640_v2/FRPN_FP/D/FRPN_FP__D__fold4.pt,568456485,5a14c73a83d0d7ba728e1cc121dd23cb88b29da752b02c0ec06b5c4ce0c9d8b3,MD_FINAL1640_v2 final checkpoint,839732196,acfc89909b6b14fb4a395bbe7fb3db0243f13bdba8d869cda943d8490aca7851,optimizer_state,retained tensors and metadata exactly equal after save/load
