dataset,model,label,fold,release_path,size_bytes,sha256,notes,original_size_bytes,original_sha256,removed_keys,validation
md_final1640_v2,FRPN_FP,S_q_peak,0,md_final1640_v2/FRPN_FP/S_q_peak/FRPN_FP__S_q_peak__fold0.pt,568462028,58e05c8fbe3c5ef2a63bba9e97835f3b7de04c7b58760abb25ab4064c24c1a96,MD_FINAL1640_v2 final checkpoint,839732196,e1c23fa753681ea840229a322644d63887696f979ac68aa167f9c1698b469099,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,S_q_peak,1,md_final1640_v2/FRPN_FP/S_q_peak/FRPN_FP__S_q_peak__fold1.pt,568462028,c22cf7447136e62525509b95b6f2e9c5dfdacf2cb041b322e1026624faf72e5d,MD_FINAL1640_v2 final checkpoint,839732196,ce8bec465f3fd0f6ca7f5eff79716d254cb71e5b34fb4068f0eb2cfa1255ecbf,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,S_q_peak,2,md_final1640_v2/FRPN_FP/S_q_peak/FRPN_FP__S_q_peak__fold2.pt,568462028,e9b6551ce9a1f5102e86d590f97c70cc84f6950e4193081dbd0b6db17f3318e0,MD_FINAL1640_v2 final checkpoint,839732196,76b51106e5483e2338953931bb027e5d09c0f466df7d665e6d7ed5d54863e8b4,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,S_q_peak,3,md_final1640_v2/FRPN_FP/S_q_peak/FRPN_FP__S_q_peak__fold3.pt,568462028,fd4e63b9ec43696abfe6a0f13f86cda1c4a7b4785fc43bb1f3cd27eaa90c9187,MD_FINAL1640_v2 final checkpoint,839732196,17a77d5ad2822dbfb9ad4b1a8f9b414a7821b58f79b6b1247491d63b3398d09f,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,S_q_peak,4,md_final1640_v2/FRPN_FP/S_q_peak/FRPN_FP__S_q_peak__fold4.pt,568462028,a281990583a91bbda84a83e69efc144acab55057681710cfe0371c5f205a2892,MD_FINAL1640_v2 final checkpoint,839732196,e0fbd99afb0341adbb607cbab077ba985373812dff76af73501a1fce508499a6,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,nematic_order,0,md_final1640_v2/FRPN_FP/nematic_order/FRPN_FP__nematic_order__fold0.pt,568465713,b7ecd9148d52ddd57a5b23ed1925fef26c57ec7b0f5ac5956f8256447f80a10f,MD_FINAL1640_v2 final checkpoint,839732196,e9a6304049ef3058b7727fb40e6450f73583b6314c2f3bd057a47321c67a6f7d,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,nematic_order,1,md_final1640_v2/FRPN_FP/nematic_order/FRPN_FP__nematic_order__fold1.pt,568465713,ca5a214248d5675c7856f48c449ec0d9ea37c66b9cb2b4713aa55bd0311a7c2d,MD_FINAL1640_v2 final checkpoint,839732196,1630b92ed8e99e64a72a1014652547a78fdd60d0a945fd54576d7112f8644ffa,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,nematic_order,2,md_final1640_v2/FRPN_FP/nematic_order/FRPN_FP__nematic_order__fold2.pt,568465713,bcedbb8d46fd4fd8fa2591c5a5599ecd62090c4b06961aa2a877b2404475e98c,MD_FINAL1640_v2 final checkpoint,839732196,c2f6224bd03b59754c0e2fd133eea9ce7d5992e4caef9e903e6676eb58b81812,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,nematic_order,3,md_final1640_v2/FRPN_FP/nematic_order/FRPN_FP__nematic_order__fold3.pt,568465713,49f4aa0cfb31d01099b7080f67a4bd2b80125fd0805414b8b7095c868a36b592,MD_FINAL1640_v2 final checkpoint,839732196,f81fb8f97128cdd839c82866ae0d2fbd48033af1b18711cea1e3aae9b89dab14,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,nematic_order,4,md_final1640_v2/FRPN_FP/nematic_order/FRPN_FP__nematic_order__fold4.pt,568465713,8ecad2e49ddbc751bf2eba373925c25368a7b3a5a7159f0057f3156da6d30b57,MD_FINAL1640_v2 final checkpoint,839732196,c4bf0ec2c266a048ecf226fc7354fc59140fde41f5242936f2da3bb45af76c0c,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,dielectric_constant,0,md_final1640_v2/FRPN_FP/dielectric_constant/FRPN_FP__dielectric_constant__fold0.pt,568470135,95a1345650c7a1784a4c1e6e65b7d155a02d713758c9b10fe92b8bf34929d96c,MD_FINAL1640_v2 final checkpoint,839732196,c83b0fbcb7edbc3b9f07b1e2e97f3e6b045b95123ebeb74a5e6c9ed3b26dd3df,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,dielectric_constant,1,md_final1640_v2/FRPN_FP/dielectric_constant/FRPN_FP__dielectric_constant__fold1.pt,568470135,8b360ad864a669e598dfe533affa37a41226d4ccffdba01eafdfe9f01df126a6,MD_FINAL1640_v2 final checkpoint,839732196,689e701708fb725af2ba6cefdbca18a24937877c45f941c03d291567b29b1e2e,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,dielectric_constant,2,md_final1640_v2/FRPN_FP/dielectric_constant/FRPN_FP__dielectric_constant__fold2.pt,568470135,15f8f3760b38d3de184956e358fa21e25b925cf62ba2d70130c6c9a6ee60f9df,MD_FINAL1640_v2 final checkpoint,839732196,790c63392028662ed98b95b2ccf54cc86bbd71fed160b2ffd9c765d015311181,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,dielectric_constant,3,md_final1640_v2/FRPN_FP/dielectric_constant/FRPN_FP__dielectric_constant__fold3.pt,568470135,caf1fd3b16dc9442b789e931a992486c3378d60ef64f923c1d805037d528ac25,MD_FINAL1640_v2 final checkpoint,839732196,0122325ebc2e3504e0fa6e3226f129f9c6567763cea0015cd6e18038f2771eb5,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,dielectric_constant,4,md_final1640_v2/FRPN_FP/dielectric_constant/FRPN_FP__dielectric_constant__fold4.pt,568470135,46efbf9966a73d39e561181a8aa120241774102fce32851d3d4d907fa712226a,MD_FINAL1640_v2 final checkpoint,839732196,b470a4063afaf75bbf7a111c61f21de38c9b8b695d49b654c76e40340828c54e,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,refractive_index,0,md_final1640_v2/FRPN_FP/refractive_index/FRPN_FP__refractive_index__fold0.pt,568467924,5520d2522dc129cd1100a46f856639cefb51620e9ff2b03c8c0e1fb7a33c04a7,MD_FINAL1640_v2 final checkpoint,839732196,15280728595d46bc5bc87f1fc87e359850412aef4c1e9f9e8cffb984210638de,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,refractive_index,1,md_final1640_v2/FRPN_FP/refractive_index/FRPN_FP__refractive_index__fold1.pt,568467924,7b578b3a7ed0d25956a3b3c26e87ff9a47275320c9791f9cc01169000e2223b6,MD_FINAL1640_v2 final checkpoint,839732196,2ed0c6e330ab9c6fd71e8a45ef59e57f94f1ab2933dfdac176db9f18239391f7,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,refractive_index,2,md_final1640_v2/FRPN_FP/refractive_index/FRPN_FP__refractive_index__fold2.pt,568467924,d5c1ce25765af05d01ca9ec81c554a6c95dd6e74852d38657f7965c2514bd4a6,MD_FINAL1640_v2 final checkpoint,839732196,d0393e88984063f00957b41f482197b0a943bc688c87a80f9d30070fe57de776,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,refractive_index,3,md_final1640_v2/FRPN_FP/refractive_index/FRPN_FP__refractive_index__fold3.pt,568467924,33d950dde297ff9da6726373ae6abc3b649686ff6aa726f6e67e33de98548d26,MD_FINAL1640_v2 final checkpoint,839732196,9e5b589754f3e06d1554e00f49b97d3d0f6e2e5e7b13b6849e8c30acb5e63695,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,FRPN_FP,refractive_index,4,md_final1640_v2/FRPN_FP/refractive_index/FRPN_FP__refractive_index__fold4.pt,568467924,aea974dad7f17313a7f2414c11d7c86da26a2d5f8345144ed770f601c2fc06eb,MD_FINAL1640_v2 final checkpoint,839732196,ffa6bd7d91c10d5c9fbc1d3c443bb6708997c10da50a53a5445787f5462a8f65,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,density,0,md_final1640_v2/Stage2_Only/density/Stage2_Only__density__fold0.pt,568169327,ba9e77c08b8aac85d272151dc00e89f0fb07fed994c49424e8b5db6678085f7a,MD_FINAL1640_v2 final checkpoint,945000850,7a320b7cbca0667dc052e005bee61244b92f8f15dc02fb324426008078dfe16f,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,density,1,md_final1640_v2/Stage2_Only/density/Stage2_Only__density__fold1.pt,568169327,18cb0dc42f53006003b75d32aae860ae6016628fe23f84bf5ef5fa1a42492c37,MD_FINAL1640_v2 final checkpoint,945000850,a04d3c6aac551f5f5bedbd11d62f4b16162af131c07db7d70daa2262727acd5f,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,density,2,md_final1640_v2/Stage2_Only/density/Stage2_Only__density__fold2.pt,568169327,87b9fc1568fe7664be389d994cf608387598033890b40a129ed2dcf5fe884c18,MD_FINAL1640_v2 final checkpoint,945000850,fe3096c6e4a3ca4a5099f21d235ed008f2e905bd65bae7829332d70459d86d2e,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,density,3,md_final1640_v2/Stage2_Only/density/Stage2_Only__density__fold3.pt,568169327,3aee519c19bc7669eb84b245dbf01afb54470189c67e69c1bd3e795c6e13d125,MD_FINAL1640_v2 final checkpoint,945000850,c91d7133ae9af3b5c6e27849fd0325663be891bd798108c53f900b1521f8d1ab,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,density,4,md_final1640_v2/Stage2_Only/density/Stage2_Only__density__fold4.pt,568169327,8bfac53cbc32a0ad6a575ff038d16ecdb3a7edb8f0d2825757b7a45f061e1030,MD_FINAL1640_v2 final checkpoint,945000850,9b73d377e797d9ec29f072c75d0334035cb0d26ff92b7446ea7b81207f71e4c9,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,Rg,0,md_final1640_v2/Stage2_Only/Rg/Stage2_Only__Rg__fold0.pt,568165578,36bd168ed8bdcc6f09489b0534ad18c8c88edfa9c8d3fc60371afe582b416fdd,MD_FINAL1640_v2 final checkpoint,945000850,be99fb6a5aad84bdae506deaab8e6e2f6c532b894a5fd01f02c5eff175ce78b4,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,Rg,1,md_final1640_v2/Stage2_Only/Rg/Stage2_Only__Rg__fold1.pt,568165578,dd6923a59cbeb457f7dc28d31b6f6008856bd3ff30fe58ebe2d9b29c84ac394c,MD_FINAL1640_v2 final checkpoint,945000850,607e6a3628144685d77b3b854f775fb51bb625f82864281e9d32821110eaa4b0,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,Rg,2,md_final1640_v2/Stage2_Only/Rg/Stage2_Only__Rg__fold2.pt,568165578,11d37f8357e29dce355251d37b8d5886c06af463599dc79232530cfc5cef668d,MD_FINAL1640_v2 final checkpoint,945000850,d7ee261107a05f2879aef8d1866ce26deb374dfa1b729adace7641e0134d1919,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,Rg,3,md_final1640_v2/Stage2_Only/Rg/Stage2_Only__Rg__fold3.pt,568165578,e425327d4a117a750dd4abf36e1fe70a7f9b264965586d3adc72c7eb58eb3cfe,MD_FINAL1640_v2 final checkpoint,945000850,b4fc50afe1447dbedc8b27703f84d3abc6b9f29506f14a14770ae05e2daa66af,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,Rg,4,md_final1640_v2/Stage2_Only/Rg/Stage2_Only__Rg__fold4.pt,568165578,78c96f856fedf4d0c81a1d813534965d9cbcf404e6f8c122a89cd66a51a467f1,MD_FINAL1640_v2 final checkpoint,945000850,2a16601b1b034d38e420a00536302dfdd76abed69f03124011868fab2bc3b66a,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,D,0,md_final1640_v2/Stage2_Only/D/Stage2_Only__D__fold0.pt,568164841,c9dc182c5418b730d43e56115929ee600683da2fd159d13328286eb9ffea0abb,MD_FINAL1640_v2 final checkpoint,945000850,89c85bf37197f4352cc05f6a751ae8b90b89c5c9e73a536bf02e904989ee915d,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,D,1,md_final1640_v2/Stage2_Only/D/Stage2_Only__D__fold1.pt,568164841,770a2b13a568c30441cbe10fc8a83155f5fc0881df8518ed9ab2b09dfc54dfdc,MD_FINAL1640_v2 final checkpoint,945000850,fc2502aa3b46926371de37084775ee50cd182793a4685da38983a7a7dd65b210,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,D,2,md_final1640_v2/Stage2_Only/D/Stage2_Only__D__fold2.pt,568164841,8ce4aaf09cf1faac375e8dca13674158a2c651afce7fe0df4b16d6ad76138681,MD_FINAL1640_v2 final checkpoint,945000850,c9d93625d89027ea415a4f72c6b57c755472cd7c27c3ece575d716585264012b,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,D,3,md_final1640_v2/Stage2_Only/D/Stage2_Only__D__fold3.pt,568164841,6da3b24000548f94d3cc0ea69167be47d49a388cc49aaea26694d5698bfdad4d,MD_FINAL1640_v2 final checkpoint,945000850,852e1a5d1695436a4bfd032583535ce5dff1b3595f68a4b23017acf4605523ce,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,D,4,md_final1640_v2/Stage2_Only/D/Stage2_Only__D__fold4.pt,568164841,dea126e0c4cf239ccc55ae3856073426082bb4bc090d1521f769bd4587588a1f,MD_FINAL1640_v2 final checkpoint,945000850,639e1e255f06b011f3d0e395ae7dbade15a26b6de68a17811eaf6af5a46949b3,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,S_q_peak,0,md_final1640_v2/Stage2_Only/S_q_peak/Stage2_Only__S_q_peak__fold0.pt,568170064,f221f26cf1f22800351682b04a7502ee15079d8307e87b2e3dd45fe695beb783,MD_FINAL1640_v2 final checkpoint,945000850,d9800a28bfd06eda468f98af371b3dcc92d47ea1e87c1251adae57840cfa3ff0,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,S_q_peak,1,md_final1640_v2/Stage2_Only/S_q_peak/Stage2_Only__S_q_peak__fold1.pt,568170064,51fb6375dbacb8216786c285e16387143076ca8ef22bbace0670e34ee8ffe425,MD_FINAL1640_v2 final checkpoint,945000850,63d3526577837e762854ccb31fe176c7dabd1df60534c79bab910e45cb291c5f,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,S_q_peak,2,md_final1640_v2/Stage2_Only/S_q_peak/Stage2_Only__S_q_peak__fold2.pt,568170064,b7c877e56bb4ea77dd9b2455707b0610a25496ef2d5ea0d024e816ffa5cce65f,MD_FINAL1640_v2 final checkpoint,945000850,562a7b1f9423a7c884adf4bb7ae3c33d3daba01a327b57f4b19a058c913d5689,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,S_q_peak,3,md_final1640_v2/Stage2_Only/S_q_peak/Stage2_Only__S_q_peak__fold3.pt,568170064,b9eac7090931a1151b7d12a18fbccf78ce6db342ba2d6ecb35e92e914f0767e7,MD_FINAL1640_v2 final checkpoint,945000850,66b6ae1eabbb0cc0a8cd2660078cf81d690d12ba869dbfe268660c74c00a432e,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,S_q_peak,4,md_final1640_v2/Stage2_Only/S_q_peak/Stage2_Only__S_q_peak__fold4.pt,568170064,d9a11f593fae7c381566d7503a7faa99ff51376202f158f109068ace6d5cc4f7,MD_FINAL1640_v2 final checkpoint,945000850,d89da71465729cee7a44efb9ee4cf15bda2f15d1cfd0767494654e45d40c0001,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,nematic_order,0,md_final1640_v2/Stage2_Only/nematic_order/Stage2_Only__nematic_order__fold0.pt,568173749,4071f0225cbd6ccbf387b9178c36e2378d6e2c19383b9eba0ba23d3766a0227a,MD_FINAL1640_v2 final checkpoint,945000850,4181cf4e1fb058a7c102e139e9c09b8854d1909b7da19cfafee79add19bd2a6d,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,nematic_order,1,md_final1640_v2/Stage2_Only/nematic_order/Stage2_Only__nematic_order__fold1.pt,568173749,003df604b8e991aa7bbfc41445223d493e0d53888481901a62ad99870e038c40,MD_FINAL1640_v2 final checkpoint,945000850,e30a6f35c748cfd2a15ae21cf0807243146b5509ec8a67a0685ba4d26a9dfd9e,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,nematic_order,2,md_final1640_v2/Stage2_Only/nematic_order/Stage2_Only__nematic_order__fold2.pt,568173749,c383f5509983ec609c85540e25850d32071f3d1addee73bc71ddfb1f630feb69,MD_FINAL1640_v2 final checkpoint,945000850,974b3dd23c8fd7649fe0b5c563909063f93848a20de25b9cebd911b580912c60,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,nematic_order,3,md_final1640_v2/Stage2_Only/nematic_order/Stage2_Only__nematic_order__fold3.pt,568173749,87cd88cea60ec450888c591cd9077b86c022bf4f24f703c287b402d3db1d5942,MD_FINAL1640_v2 final checkpoint,945000850,8f382026a3ab0961b60d91374f601cf5aec53588ea9f3952ed2ffe0f5f55740b,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,nematic_order,4,md_final1640_v2/Stage2_Only/nematic_order/Stage2_Only__nematic_order__fold4.pt,568173749,a80668935e461c620972a0fa20df4f299ad16790f4c85ccedf005a6675fba6b1,MD_FINAL1640_v2 final checkpoint,945000850,d36e43f6fc3e563b052b95db985a428e883c68f0d2b23f4a85714d4a16421dea,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,dielectric_constant,0,md_final1640_v2/Stage2_Only/dielectric_constant/Stage2_Only__dielectric_constant__fold0.pt,568178171,80430032b93e19a68d84f5d0e2fd28a4b58b805f563699080a3899d82fd2ab60,MD_FINAL1640_v2 final checkpoint,945000914,eb2cead4e9664a316e4ad3761ca83a5f02cb13be9216da655085700f722af730,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,dielectric_constant,1,md_final1640_v2/Stage2_Only/dielectric_constant/Stage2_Only__dielectric_constant__fold1.pt,568178171,71ab840d4e40e54537f90bfc5f012109f211877e5e2c05239abe402d61e4af2c,MD_FINAL1640_v2 final checkpoint,945000914,312bd80798d6ef6f0ac5b64f19e0600cbaac47f1454fb8ad034fc0280e4c55ea,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,dielectric_constant,2,md_final1640_v2/Stage2_Only/dielectric_constant/Stage2_Only__dielectric_constant__fold2.pt,568178171,fb344efe812d74c97dc938a421a474cf354aaa2b1205de6a8e85f791af51d7c2,MD_FINAL1640_v2 final checkpoint,945000914,d5329cc989ff53392566491173071871ab866a4c43838ab9c99280352dd488de,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,dielectric_constant,3,md_final1640_v2/Stage2_Only/dielectric_constant/Stage2_Only__dielectric_constant__fold3.pt,568178171,5fc0979593bd73c3be764ce202e9799a17ed8d656608bb4c5cf2f0c4e763839e,MD_FINAL1640_v2 final checkpoint,945000914,3c3be91fc3ece4fde643963d0e0d2b5fbb73cdbe020b9dc4721880ad916aff53,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,dielectric_constant,4,md_final1640_v2/Stage2_Only/dielectric_constant/Stage2_Only__dielectric_constant__fold4.pt,568178171,3cb7e53696d0735b8ce33429fe6d86530727954034c038f5e31f5b5ab8b46571,MD_FINAL1640_v2 final checkpoint,945000914,ea90dcad2380018c78c1b00c17a8a0fa3541e49aa16b5704d64a6af218f416a3,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,refractive_index,0,md_final1640_v2/Stage2_Only/refractive_index/Stage2_Only__refractive_index__fold0.pt,568175960,c3c84293c103e7a8d4aada42257147363f73b1643f3c03733e63e304abbc083b,MD_FINAL1640_v2 final checkpoint,945000850,ce7610e9250dbfd7ac13d234b8eb534a52fe70d9cfc73f10e54db029d166fc46,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,refractive_index,1,md_final1640_v2/Stage2_Only/refractive_index/Stage2_Only__refractive_index__fold1.pt,568175960,0864011284c16d734093394a2b3d4eb82c9eabf5abc48d538a66a4691a494f18,MD_FINAL1640_v2 final checkpoint,945000850,89025816955a46012c1e9c2ffff03240cf595994fc34aaa9f9f4ff65369923e1,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,refractive_index,2,md_final1640_v2/Stage2_Only/refractive_index/Stage2_Only__refractive_index__fold2.pt,568175960,d9ccc29a2b553fdcc942b607866c98d04a0fb0a0e11e645185ad5f690620361f,MD_FINAL1640_v2 final checkpoint,945000850,af35bcd13ce5c971b4dc9f4ca94fb03f391c4a2e0d897c3864c81c1b7523ad48,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,refractive_index,3,md_final1640_v2/Stage2_Only/refractive_index/Stage2_Only__refractive_index__fold3.pt,568175960,db12a605bb7b7d545842bc3f52d8c84e828458e73818a634ca18469ab421a87f,MD_FINAL1640_v2 final checkpoint,945000850,a6d5b548a508cf2b1f87766822ea12fa9fbd38a23fe86785237db1387de84a9b,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Stage2_Only,refractive_index,4,md_final1640_v2/Stage2_Only/refractive_index/Stage2_Only__refractive_index__fold4.pt,568175960,a8168961f096833313c97782da6e3c706b3f573c871c59ae8524596db3d98f6c,MD_FINAL1640_v2 final checkpoint,945000850,9bba78c294a899bceb3656733db35d11d1008bd9767d028354770c21d5d95158,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,density,0,md_final1640_v2/Uni_Macro/density/Uni_Macro__density__fold0.pt,568167853,e8b7b9898b450b09b11d62d0e86fb0e62c85c56251edc3ca7505d17efe2c4fb5,MD_FINAL1640_v2 final checkpoint,1022956766,209a42e3944a50e9ef27eaf5bf5edd5a57abc4cba896c1b6f29d9294f46d545f,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,density,1,md_final1640_v2/Uni_Macro/density/Uni_Macro__density__fold1.pt,568167853,8295cb98124996fd0e3dedbc265cbda788ec883d3bef2c1cb3d27589da822b08,MD_FINAL1640_v2 final checkpoint,1022956766,edf1bd3fab15ffa607d671bcf393738ef3d171599a262ac4904991610e8fb185,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,density,2,md_final1640_v2/Uni_Macro/density/Uni_Macro__density__fold2.pt,568167853,e493bcc7f6a045bd30fae4905ded063b2c8dd53384cc55db2eaf7a6b22c21e72,MD_FINAL1640_v2 final checkpoint,1022956766,a4eee07de2871bc9898d2528d7a60a1fc95c62d6f3b5008b79ea6227924deba1,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,density,3,md_final1640_v2/Uni_Macro/density/Uni_Macro__density__fold3.pt,568167853,8b82e060c02a378f9c5dbd30c05309f3d75035fbcca1242a5c9b774a9695f403,MD_FINAL1640_v2 final checkpoint,1022956766,4a768307e10651c27338d189b7d36cd7106a7062f17e3e80df2a98fae43e7610,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,density,4,md_final1640_v2/Uni_Macro/density/Uni_Macro__density__fold4.pt,568167853,f9e584dfd060b9769bb923a46e08b48c8032e22f0b493a8840eab63f2dce2952,MD_FINAL1640_v2 final checkpoint,1022956766,872c081cabb08adc1ccce8b7b1e0264e16ed1bd2ee2af748d7da7e6aa7bb5d62,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,Rg,0,md_final1640_v2/Uni_Macro/Rg/Uni_Macro__Rg__fold0.pt,568164040,d1ad8c19d9ed1369279496abf48e79b865a416f86dee5831e7f3a426e938eb97,MD_FINAL1640_v2 final checkpoint,1022956766,ed8b1bf201c8b625cf38e6c978b69ab031fd5fcc154cfecf031b44818cc0f074,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,Rg,1,md_final1640_v2/Uni_Macro/Rg/Uni_Macro__Rg__fold1.pt,568164040,18027c8eedafa1419a630f182f9e1bc49e5840805c31884de085b8d7b6d5cf12,MD_FINAL1640_v2 final checkpoint,1022956766,94734274d71a0331e91cf16d5f8b4912ae0d40cea69a54b7d0dd49d7dc9ab64c,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,Rg,2,md_final1640_v2/Uni_Macro/Rg/Uni_Macro__Rg__fold2.pt,568164040,ba45c64e83b63f25aa4bc825033325b5a6a86ac5236f9a05cde04855bfa12f55,MD_FINAL1640_v2 final checkpoint,1022956766,7acf82e8b53fd26e88c58e821ceabd0ab1fa077b764a342c73b5ca84b2b45630,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,Rg,3,md_final1640_v2/Uni_Macro/Rg/Uni_Macro__Rg__fold3.pt,568164040,dd9a7385d8e3c0b26a9d2ed5904adff4d442d748d39e3595eeda0b055f618eb5,MD_FINAL1640_v2 final checkpoint,1022956766,0ca2121b5384a03e681e0c03b860f4093412a0428bdc4f2fa2c206732bd11b77,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,Rg,4,md_final1640_v2/Uni_Macro/Rg/Uni_Macro__Rg__fold4.pt,568164040,2189ad075398ce2a637a821301afa34c270f5441c4f0016268157a9df205eeaf,MD_FINAL1640_v2 final checkpoint,1022956766,7e659fcb337f2bd17cc23e5435668bb487b72f27204f7bd51b6c44e12c31f695,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,D,0,md_final1640_v2/Uni_Macro/D/Uni_Macro__D__fold0.pt,568163239,61e7582b4b2bc6d1a360ad149ae9d8451c71ed73c1f38d6eca20746442a3d994,MD_FINAL1640_v2 final checkpoint,1022956766,b66227bfe0af5370e13b045eff6c22a344eae035eb4d47e45ff5b9c37a5eed8d,optimizer_state,retained tensors and metadata exactly equal after save/load
md_final1640_v2,Uni_Macro,D,1,md_final1640_v2/Uni_Macro/D/Uni_Macro__D__fold1.pt,568163239,3c8dad0b4708024498f1fb91b387c505a30743b0b62463c4e23120cf53482f6e,MD_FINAL1640_v2 final checkpoint,1022956766,9c6ec41677cd14c519dcf11b45878faf9d596ed6d8ea2e343b15730312b2a881,optimizer_state,retained tensors and metadata exactly equal after save/load
