dataset_row,temperature_K,domain,sample_id,topology,Index,archive_file,size_bytes,sha256,n_atoms,sum_charge,min_charge,max_charge
1474,600,600K_legacy,branch_uid021866_idx251_r0_random__dd2871e526e8,branch,251,600K_legacy/row_1474__branch_uid021866_idx251_r0_random__dd2871e526e8.data,140770,5b2c79a504d849a56dc7751f6faeab0e336bff5e471d860f7c52083ce8ef7c62,398,7.29999998255737e-07,-0.26483693,0.09702403
1475,600,600K_legacy,branch_uid020626_idx231_r0_random__4f3b1865bdfe,branch,231,600K_legacy/row_1475__branch_uid020626_idx231_r0_random__4f3b1865bdfe.data,160663,36f218369f740ee286cb3a61719f8021b60d3536e188dbe10442eaf5af61e9ca,455,-2.1800000016558574e-06,-0.2648084,0.09705256
1476,600,600K_legacy,branch_uid022300_idx258_r0_random__97e1f3e21d31,branch,258,600K_legacy/row_1476__branch_uid022300_idx258_r0_random__97e1f3e21d31.data,96735,b62494fb131a7b0ffe1ec3c3d92af3accf35f11ff4b5e9d1326b5e0f25b2a94f,272,-3.9999999937312403e-07,-0.26488592,0.09697504
1477,600,600K_legacy,cyclic_uid007416_idx64_r1_random__3a95261857e8,cyclic,64,600K_legacy/row_1477__cyclic_uid007416_idx64_r1_random__3a95261857e8.data,61148,8ae6bfad59688dce3774fd01b203ee48a0274788b1e264dba916dc422b8aabf0,162,-6.199999980360804e-07,-0.19212867,0.16413337
1478,600,600K_legacy,branch_uid022056_idx254_r1_random__34c41c324e46,branch,254,600K_legacy/row_1478__branch_uid022056_idx254_r1_random__34c41c324e46.data,205852,54048e128ba77c511f5899ec9588e70cc3cb9136c755dfd991224064ac22301c,561,1.0000000072452053e-07,-0.2634085,0.16350491
1479,600,600K_legacy,branch_uid020558_idx229_r3_random__8f2bcf73ec4d,branch,229,600K_legacy/row_1479__branch_uid020558_idx229_r3_random__8f2bcf73ec4d.data,256159,beaefd4743cae2d117c8f28fc7cb0169dcf889623cdd638ec4cb82365969b05e,686,-1.3300000067661966e-06,-0.26118853,0.16572488
1480,600,600K_legacy,branch_uid019016_idx205_r1_random__6fc48b09b2f9,branch,205,600K_legacy/row_1480__branch_uid019016_idx205_r1_random__6fc48b09b2f9.data,183112,7c71ff3b7bd04e8e9d84fd5af611033107deb3ce4968855deb698cd4d02b0006,499,1.3700000036642734e-06,-0.26336133,0.16355208
1481,600,600K_legacy,branch_uid020892_idx235_r1_random__7f7c9cbd63d8,branch,235,600K_legacy/row_1481__branch_uid020892_idx235_r1_random__7f7c9cbd63d8.data,197697,5dc0e422f6a8789f788a81369d66e71826ff7af713f5045798f4783c39e0bb29,536,-2.249999993597651e-06,-0.26349373,0.16341968
1482,600,600K_legacy,cyclic_uid011552_idx102_r0_random__f23557542370,cyclic,102,600K_legacy/row_1482__cyclic_uid011552_idx102_r0_random__f23557542370.data,128698,d8bbff6f82ed8df00ab28ff78e18eb7ca0a0ec13e81ed43d142d66a2d4405810,366,-1.2199999993856014e-06,-0.19413973,0.09706986
1483,600,600K_legacy,branch_uid022672_idx264_r0_random__61b6f4c4519f,branch,264,600K_legacy/row_1483__branch_uid022672_idx264_r0_random__61b6f4c4519f.data,66433,2b50cbbce6fceb0d789a866ec413e00265eb1b75f89586e22bdb08159f969dda,185,7.000000054602218e-08,-0.26495606,0.0969049
1484,600,600K_legacy,branch_uid020688_idx232_r0_random__0259eb5b1372,branch,232,600K_legacy/row_1484__branch_uid020688_idx232_r0_random__0259eb5b1372.data,189979,b7369e8dac34bf97002622f27304c071ac0e80a4a96df41d13d27c1c122481bf,539,-1.0999999891514456e-07,-0.26479754,0.09706342
1485,600,600K_legacy,cyclic_uid009096_idx80_r0_random__9181d2c4fa75,cyclic,80,600K_legacy/row_1485__cyclic_uid009096_idx80_r0_random__9181d2c4fa75.data,82630,3c8f528daa24cbdc6d091a989a9e4b0b6d4aecf11b43825ea5c865d2b531d5a9,234,-7.79999999617198e-07,-0.19413973,0.09706986
1486,600,600K_legacy,branch_uid017898_idx187_r0_random__e0c80905d078,branch,187,600K_legacy/row_1486__branch_uid017898_idx187_r0_random__e0c80905d078.data,112501,f4a44757e926118ecdf33d45b53704f04e1cafd7d68a92a9c78a7bd2c3ab2e3b,317,1.2500000004245226e-06,-0.26485361,0.09700735
1487,600,600K_legacy,branch_uid023006_idx269_r2_random__53d59a7ff1ab,branch,269,600K_legacy/row_1487__branch_uid023006_idx269_r2_random__53d59a7ff1ab.data,145297,31b572ffb787c3b754847652d8df4f3ac1e8e5bed3da03e25284370249345692,384,8.600000000469343e-07,-0.26142378,0.16548963
1488,600,600K_legacy,branch_uid021695_idx248_r1_random__b086ce6fa8ca,branch,248,600K_legacy/row_1488__branch_uid021695_idx248_r1_random__b086ce6fa8ca.data,217290,d8ce16287654867bcc5fd93299bd420ace1c23d3bead51ce1350e35636627178,594,1.649999996439222e-06,-0.2636145,0.16329891
1489,600,600K_legacy,branch_uid017712_idx184_r0_random__c8b3ebaeac0d,branch,184,600K_legacy/row_1489__branch_uid017712_idx184_r0_random__c8b3ebaeac0d.data,108313,189dc2418153b461c67424898a6661e1686529c03c673e4d8fd2444152b8769a,305,-4.799999989979487e-07,-0.26481906,0.0970419
1490,600,600K_legacy,comb_uid026020_idx320_r0_random__d7bfee6ca5e8,comb,320,600K_legacy/row_1490__comb_uid026020_idx320_r0_random__d7bfee6ca5e8.data,77204,4dfb0127cbb0ff5980d278203ff9daa45a62573725d54f780fa11fa6178c96ba,218,-8.000000137342589e-08,-0.26499312,0.09686784
1491,600,600K_legacy,cyclic_uid009985_idx88_r0_random__66a159007807,cyclic,88,600K_legacy/row_1491__cyclic_uid009985_idx88_r0_random__66a159007807.data,99382,94ab49acecaab4a4fa8883cf45c7a93758a47a3a93d31f82048551e8683520aa,282,-9.399999995329811e-07,-0.19413973,0.09706986
1492,600,600K_legacy,branch_uid022052_idx254_r0_random__227c0185967a,branch,254,600K_legacy/row_1492__branch_uid022052_idx254_r0_random__227c0185967a.data,182650,5df3b20a103a59de6db928cf0bce9beb31c1b0cfd3b8de308d0a9dbcdb1fb0e4,518,1.209999998863509e-06,-0.26479235,0.09706861
1493,600,600K_legacy,cyclic_uid008981_idx79_r0_random__9303850fe9e9,cyclic,79,600K_legacy/row_1493__cyclic_uid008981_idx79_r0_random__9303850fe9e9.data,80536,9f8adcee80fd689098a7d7362dbcac3328232709f34024de4bb9b2b4a13b9f84,228,-7.599999996277251e-07,-0.19413973,0.09706986
1494,600,600K_legacy,branch_uid022424_idx260_r0_random__412417f29a77,branch,260,600K_legacy/row_1494__branch_uid022424_idx260_r0_random__412417f29a77.data,209872,fb9b4d0a8a1b3141be331ff69970110f730c472471e7efd057a366e9492e3d3c,596,1.959999991946182e-06,-0.26476476,0.0970962
1495,600,600K_legacy,branch_uid019820_idx218_r0_random__1b51e147288a,branch,218,600K_legacy/row_1495__branch_uid019820_idx218_r0_random__1b51e147288a.data,122971,e5a8c045401b92f12b26b28c132c8976daeaf3ad0fb8d024d28728835d542e82,347,5.200000000871174e-07,-0.26483194,0.09702902
1496,600,600K_legacy,branch_uid023241_idx273_r1_random__4972c83ea656,branch,273,600K_legacy/row_1496__branch_uid023241_idx273_r1_random__4972c83ea656.data,67520,0506df545a546e101f0cdf758da791998daa24212566745299dec0219a5b060b,175,7.500000006877006e-07,-0.26374548,0.16316793
1497,600,600K_legacy,branch_uid020595_idx230_r2_random__24897573f111,branch,230,600K_legacy/row_1497__branch_uid020595_idx230_r2_random__24897573f111.data,79219,49530ccb41c3ee16f1a3acc37249198505942a559077ac0edcd4f96b856d4742,206,1.8000000062690091e-07,-0.2615969,0.16531651
1498,600,600K_legacy,branch_uid019542_idx213_r2_random__1e15254aa739,branch,213,600K_legacy/row_1498__branch_uid019542_idx213_r2_random__1e15254aa739.data,244273,3ad0188991c81ade29460f1b8af980b8257498c704248ed19328006bdb45eed9,659,1.3999999837199795e-07,-0.26189823,0.16501518
1499,600,600K_legacy,branch_uid019696_idx216_r0_random__5c38b3845b9f,branch,216,600K_legacy/row_1499__branch_uid019696_idx216_r0_random__5c38b3845b9f.data,91500,f13be66d1a79ff01fc9996edc139e067554813455035c02a2fa983b0a27aac93,257,-1.899999975962796e-07,-0.26487562,0.09698534
1500,600,600K_legacy,branch_uid019581_idx214_r1_random__c221271597cd,branch,214,600K_legacy/row_1500__branch_uid019581_idx214_r1_random__c221271597cd.data,109292,eb0a89a690ce4df4e4a5549e47f90189714e902e0f57bc5260aaa03cd438daec,292,4.000000047854613e-08,-0.26349558,0.16341783
1501,600,600K_legacy,branch_uid020936_idx236_r0_random__47d5088e6201,branch,236,600K_legacy/row_1501__branch_uid020936_idx236_r0_random__47d5088e6201.data,163804,bbae7b2f2c49e1c069b3ce0cd5fce306e8613e12d204931d6393c6ea4dbaac23,464,1.1399999971517527e-06,-0.26481414,0.09704682
1502,600,600K_legacy,cyclic_uid007907_idx69_r0_random__aa6e59e7208a,cyclic,69,600K_legacy/row_1502__cyclic_uid007907_idx69_r0_random__aa6e59e7208a.data,59596,e00ee241980eb544c3f41d17bf81ffd5fdf27980c4371c9b37789154e6fea419,168,-5.599999997329963e-07,-0.19413973,0.09706986
1503,600,600K_legacy,branch_uid020378_idx227_r0_random__7fd90278bb4a,branch,227,600K_legacy/row_1503__branch_uid020378_idx227_r0_random__7fd90278bb4a.data,175321,09515d38f66d23a25ec2667b211fefaec189467bc1145071d1fcd2a953fe0b89,497,1.6700000020353212e-06,-0.26480693,0.09705403
1504,600,600K_legacy,branch_uid021760_idx249_r1_random__320bf5c69ee8,branch,249,600K_legacy/row_1504__branch_uid021760_idx249_r1_random__320bf5c69ee8.data,142269,87ab6c71b9028b05390bc234e5b6f232ff6ed645edb6c9ae0473880e5b11dab8,379,-4.0000000173234795e-07,-0.26333154,0.16358187
1505,600,600K_legacy,branch_uid021370_idx243_r0_random__ce3957047e5c,branch,243,600K_legacy/row_1505__branch_uid021370_idx243_r0_random__ce3957047e5c.data,191026,2f093b5a5256bc5f06a5c1da3783153152d4c8c07ae15e4f81f498edf544c67f,542,-1.5399999948872978e-06,-0.2647946,0.09706636
1506,600,600K_legacy,branch_uid020346_idx226_r2_random__896652dec474,branch,226,600K_legacy/row_1506__branch_uid020346_idx226_r2_random__896652dec474.data,104977,5175dd0349a0c8ce69cc0011f76f50d05aa11fb70d168f182a69c0e972e5a663,273,7.999999901420196e-08,-0.26145663,0.16545678
1507,600,600K_legacy,cyclic_uid007198_idx62_r1_random__5d8e7dec8c31,cyclic,62,600K_legacy/row_1507__cyclic_uid007198_idx62_r1_random__5d8e7dec8c31.data,55111,2beb8399301249b8231a687ba4e8670411952a8154f1d47d6d4b52a514cff048,146,7.200000002871576e-07,-0.1922799,0.16398214
1508,600,600K_legacy,cyclic_uid008554_idx75_r1_block__11dd2d33028b,cyclic,75,600K_legacy/row_1508__cyclic_uid008554_idx75_r1_block__11dd2d33028b.data,87084,d5ee070ae97f407bedd81d4abe37fc3cad8ddab866dfca934ee10731f812f973,236,-9.199999987941077e-07,-0.19229322,0.16396882
1509,600,600K_legacy,cyclic_uid007305_idx63_r1_random__aaf6d8ca61a7,cyclic,63,600K_legacy/row_1509__cyclic_uid007305_idx63_r1_random__aaf6d8ca61a7.data,58809,4dd4e20eed6873162fecc915e8214e4ce507b34f0937f49d1c74393e3b7d9c24,156,-1.999999988955281e-07,-0.19204818,0.16421386
1510,600,600K_legacy,branch_uid017960_idx188_r0_random__fbc8075a4000,branch,188,600K_legacy/row_1510__branch_uid017960_idx188_r0_random__fbc8075a4000.data,231859,799a339bf7efbde34edaa432b48b2c7323589f56f67defc3ea120bdee9743064,659,-2.8900000054177255e-06,-0.26477346,0.0970875
1511,600,600K_legacy,branch_uid017774_idx185_r0_random__dd851263565b,branch,185,600K_legacy/row_1511__branch_uid017774_idx185_r0_random__dd851263565b.data,132394,a9e235faa5e9da298dbbf4250b425c252642789765156b82f2c088b79733c7a4,374,-2.40000000761853e-07,-0.26483654,0.09702442
1512,600,600K_legacy,cyclic_uid007106_idx61_r1_random__d8479eb3d881,cyclic,61,600K_legacy/row_1512__cyclic_uid007106_idx61_r1_random__d8479eb3d881.data,52556,39dfa476184d602f9adc87af1183c5d4e75f7126fe4643da4763b2706404bf63,140,-4.000000004555915e-07,-0.19220195,0.16406009
1513,600,600K_legacy,branch_uid018899_idx203_r1_random__976963c9a749,branch,203,600K_legacy/row_1513__branch_uid018899_idx203_r1_random__976963c9a749.data,111728,12621dc36298a14e696370f30ed2734d45a73995f8b99dcfa00f2fa3dbe3cf3c,295,-8.800000014519416e-07,-0.26329907,0.16361434
1514,600,600K_legacy,branch_uid020130_idx223_r0_random__b83fc513b867,branch,223,600K_legacy/row_1514__branch_uid020130_idx223_r0_random__b83fc513b867.data,129253,fcc062fdebc70cb9b2b61b32cfcf4ab59125c72796f11ef6095b367ac25afc2c,365,-1.0099999971091567e-06,-0.26482993,0.09703103
1515,600,600K_legacy,branch_uid017803_idx185_r2_random__ad0610ec12f5,branch,185,600K_legacy/row_1515__branch_uid017803_idx185_r2_random__ad0610ec12f5.data,162837,44575a0e1699946215afff2fcd0782f4be86d53965b7be56dfc38845af900cec,431,4.800000006910388e-07,-0.26189829,0.16501512
1516,600,600K_legacy,cyclic_uid008550_idx75_r0_random__10071c3006e3,cyclic,75,600K_legacy/row_1516__cyclic_uid008550_idx75_r0_random__10071c3006e3.data,72160,3c77d8ba010cfe0274a3e789e7bded97d3a38d04d25d21b3ddc108c7b907e5de,204,-6.799999996698336e-07,-0.19413973,0.09706986
1517,600,600K_legacy,branch_uid021722_idx248_r3_random__4c5ab5004b1e,branch,248,600K_legacy/row_1517__branch_uid021722_idx248_r3_random__4c5ab5004b1e.data,240564,cfab415cdee9d9f5d75bc00d3b3856592d999617e62fc88d4ea52102b2937ebf,643,5.400000022970364e-07,-0.26078252,0.16613089
1518,600,600K_legacy,branch_uid020582_idx230_r1_random__d8955c64ce3d,branch,230,600K_legacy/row_1518__branch_uid020582_idx230_r1_random__d8955c64ce3d.data,79021,b5d3fef6f64cee984aeeb50eb11c0d6a5f6ce249dd0a36286897e234f25d52f5,206,-9.499999999995623e-07,-0.26354675,0.16336666
1519,600,600K_legacy,branch_uid019636_idx215_r1_random__ab86b988c94b,branch,215,600K_legacy/row_1519__branch_uid019636_idx215_r1_random__ab86b988c94b.data,165679,805ec4ae433a159e08b35ec1322ab535a5e66de0d52d737fbd856d461a113a21,447,-6.599999953782465e-07,-0.26308062,0.16383279
1520,600,600K_legacy,cyclic_uid007184_idx61_r3_random__79082c6bbee0,cyclic,61,600K_legacy/row_1520__cyclic_uid007184_idx61_r3_random__79082c6bbee0.data,68877,7e88813f5a7dc48a68f20137d00a7494c880ba1f12515e8c9e74c9f936b5cb1f,180,-2.8000000112937684e-07,-0.18960192,0.16666012
1521,600,600K_legacy,branch_uid019167_idx207_r2_random__b00d623d8bfa,branch,207,600K_legacy/row_1521__branch_uid019167_idx207_r2_random__b00d623d8bfa.data,98879,219f75a5842842151252c5aedb5ff67d59ca058c1ec737274766ee02b19fa6e6,259,-2.0000000008901786e-07,-0.26189218,0.16502123
1522,600,600K_legacy,branch_uid018642_idx199_r0_random__354272695a70,branch,199,600K_legacy/row_1522__branch_uid018642_idx199_r0_random__354272695a70.data,97721,a063b5d4ca4a535da754afcf39af6254f687b24e58fb0c190e62b45c8d35f525,275,-8.599999999914232e-07,-0.26487009,0.09699087
1523,600,600K_legacy,branch_uid023332_idx274_r2_random__69e2679ce937,branch,274,600K_legacy/row_1523__branch_uid023332_idx274_r2_random__69e2679ce937.data,110637,2862942440d85b4e0de30afa3d1cbb398372ebad97886d5cd80e5c5402a44b40,288,-1.3000000056995198e-07,-0.26189583,0.16501758
1524,600,600K_legacy,branch_uid023263_idx273_r2_random__e4958d76d8b5,branch,273,600K_legacy/row_1524__branch_uid023263_idx273_r2_random__e4958d76d8b5.data,67743,96349f00ca44e8e21bff3a73feb6edc35f8cb814cdff5270ee4133af86882a35,174,7.200000008422691e-07,-0.26144648,0.16546693
1525,600,600K_legacy,branch_uid020023_idx221_r1_random__be23763b7267,branch,221,600K_legacy/row_1525__branch_uid020023_idx221_r1_random__be23763b7267.data,256875,f67e30661b778aaeb7e44118f71fadedc05e283d63366c6f364d586c739cd978,703,-2.1500000004781583e-06,-0.26332358,0.16358983
1526,600,600K_legacy,branch_uid022707_idx264_r2_random__87752febb0fb,branch,264,600K_legacy/row_1526__branch_uid022707_idx264_r2_random__87752febb0fb.data,81194,6a8683e6c8ecbb718263ba5ba236603d9df1185d32aa352ed842898f01c421ab,211,1.60000001359073e-07,-0.26242396,0.16448945
1527,600,600K_legacy,branch_uid019089_idx206_r1_random__72da020db235,branch,206,600K_legacy/row_1527__branch_uid019089_idx206_r1_random__72da020db235.data,136530,d68a9ffd5bc2eb14e0b810e90ee2e90b033f4c4709e804bbfacce3e086094042,372,-8.800000034780986e-07,-0.2636222,0.16329121
1528,600,600K_legacy,branch_uid021494_idx245_r0_random__be8a37e86499,branch,245,600K_legacy/row_1528__branch_uid021494_idx245_r0_random__be8a37e86499.data,220342,078fdd036e753d78c65f6b34fa7806532aa37d173074981de39a994c39fa7358,626,8.499999973876626e-07,-0.26473593,0.09712503
1529,600,600K_legacy,branch_uid017340_idx178_r0_random__8063429a77a0,branch,178,600K_legacy/row_1529__branch_uid017340_idx178_r0_random__8063429a77a0.data,172180,4ee25b9f962d336f8cbbbef2207ffb77e1cefac2723bd3f698114497b29e0ce8,488,2.1999999978428164e-06,-0.26479498,0.09706598
1530,600,600K_legacy,branch_uid021556_idx246_r0_random__a5ca44390e64,branch,246,600K_legacy/row_1530__branch_uid021556_idx246_r0_random__a5ca44390e64.data,81091,c038cd416040822879904a2e7898c3420c6f80261d71cc3b60b32a7804c029c4,227,9.199999992659524e-07,-0.26490616,0.0969548
1531,600,600K_legacy,branch_uid022572_idx262_r2_random__028ab9426a59,branch,262,600K_legacy/row_1531__branch_uid022572_idx262_r2_random__028ab9426a59.data,233792,c1c6df0797976640309d041c5d7b6489b3ec748eedd5a738549f3c35634f460b,632,-4.299999993295778e-07,-0.26232765,0.16458576
1532,600,600K_legacy,branch_uid021258_idx241_r1_random__5612278aadd4,branch,241,600K_legacy/row_1532__branch_uid021258_idx241_r1_random__5612278aadd4.data,90024,1f21c8914335a58f51a3fccb32977411eb97d9d43c6cf52ca67e3c3ea883f857,237,-1.099999995535228e-07,-0.26323606,0.16367735
1533,600,600K_legacy,branch_uid018022_idx189_r0_random__c91066b152c2,branch,189,600K_legacy/row_1533__branch_uid018022_idx189_r0_random__c91066b152c2.data,167992,bb92c4cc1605c2344561187626a6fb8db3c254e687cd0aefce3bf042233344b3,476,2.279999998577864e-06,-0.26477136,0.0970896
1534,600,600K_legacy,branch_uid021497_idx245_r1_random__d951d1ad766d,branch,245,600K_legacy/row_1534__branch_uid021497_idx245_r1_random__d951d1ad766d.data,244703,e99c9cf60827da2faf6c01e6c61398f75b3f544aceb6ea37bdd859b795a3e754,669,-8.400000008346176e-07,-0.26326618,0.16364723
1535,600,600K_legacy,branch_uid020453_idx228_r1_random__b8d351cfe534,branch,228,600K_legacy/row_1535__branch_uid020453_idx228_r1_random__b8d351cfe534.data,167965,6c698deeabb89fe3bce4864ec3a1fb7a8dcca2470f90e104f167203e854141d8,456,1.430000000107734e-06,-0.26324097,0.16367244
1536,600,600K_legacy,branch_uid023232_idx273_r1_random__f65da48e1b20,branch,273,600K_legacy/row_1536__branch_uid023232_idx273_r1_random__f65da48e1b20.data,65542,0f6bfcd48b7bbfad72dc6d023ac00d2421ece03d183fe93a1a37c21aa2007cb6,169,5.999999880268447e-08,-0.26340674,0.16350667
1537,600,600K_legacy,branch_uid021928_idx252_r0_random__75acc1b6b848,branch,252,600K_legacy/row_1537__branch_uid021928_idx252_r0_random__75acc1b6b848.data,204637,84167219215e20e0192c683a367d40bc9f27c56e8ef1983e3e28c92500eafe57,581,2.00000001976397e-07,-0.26479165,0.09706931
1538,600,600K_legacy,cyclic_uid007804_idx68_r0_random__56cbb6ec2a72,cyclic,68,600K_legacy/row_1538__cyclic_uid007804_idx68_r0_random__56cbb6ec2a72.data,57502,7c0ff238824d06997279345555305f2101dc56dd6765aef36c962c8644ec798c,162,-5.399999997435234e-07,-0.19413973,0.09706986
1539,600,600K_legacy,cyclic_uid007497_idx65_r0_random__a37030f796ee,cyclic,65,600K_legacy/row_1539__cyclic_uid007497_idx65_r0_random__a37030f796ee.data,51220,97cc73fcc542e4f12837a0c5248ef724d56b900a3a8b3a1a62e1d07bfa8b7afa,144,-4.799999997751048e-07,-0.19413973,0.09706986
1540,600,600K_legacy,branch_uid019014_idx205_r0_random__c4aeae80b88f,branch,205,600K_legacy/row_1540__branch_uid019014_idx205_r0_random__c4aeae80b88f.data,161649,08b1455f9f19ba651eccd3c21dd4f3816266bdd2a3a23ed6b77830077942f9a0,458,2.1199999963583682e-06,-0.26482132,0.09703964
1541,600,600K_legacy,branch_uid017713_idx184_r1_random__1e217e35af33,branch,184,600K_legacy/row_1541__branch_uid017713_idx184_r1_random__1e217e35af33.data,118555,63d9967ecdf9ec4ed016a0efa8fae6466a5a03b704017b23da4735538e49f257,314,-1.1399999994554655e-06,-0.26304757,0.16386584
1542,600,600K_legacy,cyclic_uid008352_idx73_r1_random__8c201c451ae4,cyclic,73,600K_legacy/row_1542__cyclic_uid008352_idx73_r1_random__8c201c451ae4.data,82985,bdc8709aabd9e0c1cc05193a88f6dc638e6a822a47f201eedf0441fd8c869e71,224,2.399999988744739e-07,-0.19219976,0.16406228
1543,600,600K_legacy,branch_uid020579_idx230_r1_random__bf2b736bc5c8,branch,230,600K_legacy/row_1543__branch_uid020579_idx230_r1_random__bf2b736bc5c8.data,80171,d99ee70d15af85948ec4ff85399f4dc598b5ff5af49600d1bcb11b4a0ac3a8bf,206,4.5000000115091865e-07,-0.26367817,0.16323524
1544,600,600K_legacy,branch_uid021813_idx250_r1_random__ac62fad300e5,branch,250,600K_legacy/row_1544__branch_uid021813_idx250_r1_random__ac62fad300e5.data,214327,bebe4c7a41283c921baf2b6656298023f8e99548b245c26405d1925067c845e4,583,1.4299999873124136e-06,-0.26313205,0.16378136
1545,600,600K_legacy,branch_uid019882_idx219_r0_random__cbb40d19a54e,branch,219,600K_legacy/row_1545__branch_uid019882_idx219_r0_random__cbb40d19a54e.data,215107,d20f81ca32d94b3acbd1932484d4a2a8b8a868d7457edb42be33ce11dc376032,611,-2.5799999976705568e-06,-0.26478647,0.09707449
1546,600,600K_legacy,cyclic_uid007394_idx64_r0_random__31e80a760304,cyclic,64,600K_legacy/row_1546__cyclic_uid007394_idx64_r0_random__31e80a760304.data,49126,feb5b934b419d8bc4c1de1645069d718eac17360c83f9ba5c68ce4663d7fecbe,138,-4.599999997856319e-07,-0.19413973,0.09706986
1547,600,600K_legacy,branch_uid019324_idx210_r0_random__89b0a955f046,branch,210,600K_legacy/row_1547__branch_uid019324_idx210_r0_random__89b0a955f046.data,86326,0793180fc5af88eed76e099a2988225a4a5a53a1f4e70a19360724db62056440,242,2.6999999960808374e-07,-0.26489252,0.09696844
1548,600,600K_legacy,star_uid014364_idx130_r0_random__4a3f78b144fa,star,130,600K_legacy/row_1548__star_uid014364_idx130_r0_random__4a3f78b144fa.data,69683,511772df6a8717c8822d86a7c6152ad35ea950707683b7441d8867706426d2dd,197,-6.200000001455042e-07,-0.26505131,0.09680965
1549,600,600K_legacy,branch_uid022858_idx267_r0_random__a54ceead36db,branch,267,600K_legacy/row_1549__branch_uid022858_idx267_r0_random__a54ceead36db.data,179448,b5562b76de726dc40b34e5e48e37411af527af595b6699394e6a47047c7462e3,509,-4.600000046428576e-07,-0.26478928,0.09707168
1550,600,600K_legacy,cyclic_uid008443_idx74_r0_random__fcaea7487ed9,cyclic,74,600K_legacy/row_1550__cyclic_uid008443_idx74_r0_random__fcaea7487ed9.data,70066,051553fb6220ea456b7c7a79c71b0b6ea58b85f3db745f7c30c4851e92005d32,198,-6.599999996803607e-07,-0.19413973,0.09706986
1551,600,600K_legacy,branch_uid019076_idx206_r0_random__ae3d35cbc1a1,branch,206,600K_legacy/row_1551__branch_uid019076_idx206_r0_random__ae3d35cbc1a1.data,117675,1dbc730571a94916e00b5326a77c6eece79cea1700ec9ac6b5ecf5c576a075d3,332,6.799999973383652e-07,-0.26486878,0.09699218
1552,600,600K_legacy,branch_uid018828_idx202_r0_random__9e394a293017,branch,202,600K_legacy/row_1552__branch_uid018828_idx202_r0_random__9e394a293017.data,78997,bc2287ff88996e64a884905cf251744209aa3bf8d3559e2dcb571fa1b548013d,221,-3.3999999962675e-07,-0.26492919,0.09693177
1553,600,600K_legacy,branch_uid019066_idx205_r3_random__9532aa25955a,branch,205,600K_legacy/row_1553__branch_uid019066_idx205_r3_random__9532aa25955a.data,205707,4e7d41faa7d4be1015af7f01db127246a403903c6b3aa533f21144a516faa63f,553,2.520000002753653e-06,-0.26047884,0.16643457
1554,600,600K_legacy,branch_uid018580_idx198_r0_random__4b2eff7e3720,branch,198,600K_legacy/row_1554__branch_uid018580_idx198_r0_random__4b2eff7e3720.data,228718,89b0cb77d1c5129bd3a4d503fad6133e1d40ca1786d192753174ad7a2e3957af,650,-8.4000000263873e-07,-0.26475342,0.09710754
1555,600,600K_legacy,branch_uid023106_idx271_r0_random__24014e06f588,branch,271,600K_legacy/row_1555__branch_uid023106_idx271_r0_random__24014e06f588.data,130300,9ed5419100a406a67c9c7f8cc7f315eeb6272e2260e472bdb121ec0e9e806a8b,368,1.0000000216781046e-07,-0.26483728,0.09702368
1556,600,600K_legacy,branch_uid020502_idx229_r0_random__f9bab959db41,branch,229,600K_legacy/row_1556__branch_uid020502_idx229_r0_random__f9bab959db41.data,193120,67ec516eb1b809ef2ed0511d85bc83d71d0da506fc9f436744db953d1446a860,548,-6.400000027717567e-07,-0.26479456,0.0970664
1557,600,600K_legacy,cyclic_uid011100_idx98_r0_random__327abc4b3369,cyclic,98,600K_legacy/row_1557__cyclic_uid011100_idx98_r0_random__327abc4b3369.data,120322,dde68f9c33dde010c137bc67bb2be92715d7e670c75a536c1d0d739014e8ec31,342,-1.13999999942771e-06,-0.19413973,0.09706986
1558,600,600K_legacy,branch_uid020919_idx235_r3_random__627a2da679c8,branch,235,600K_legacy/row_1558__branch_uid020919_idx235_r3_random__627a2da679c8.data,223092,7aba103caa75b80c952360867d5122a223bd401bf68d6cd84236f6e191be1dc4,596,-9.8000000231524e-07,-0.26094999,0.16596342
1559,600,600K_legacy,branch_uid019763_idx217_r1_random__822407832ad0,branch,217,600K_legacy/row_1559__branch_uid019763_idx217_r1_random__822407832ad0.data,128316,9b586105ea486bef282c8b71108646f12a11f477eebd81b72aa6ac70d138d255,342,-1.4199999958663945e-06,-0.26312662,0.16378679
1560,600,600K_legacy,branch_uid022201_idx256_r2_random__e1111e0c5400,branch,256,600K_legacy/row_1560__branch_uid022201_idx256_r2_random__e1111e0c5400.data,193464,1d662c2c194d5389a5a6f6007b965f68161f39ce128a2f04573de65ed8af5b91,520,-6.099999977082771e-07,-0.2615572,0.16535621
1561,600,600K_legacy,branch_uid018649_idx199_r1_random__e267b3d08ace,branch,199,600K_legacy/row_1561__branch_uid018649_idx199_r1_random__e267b3d08ace.data,115797,cb4b4fa7229b88776f7af9f760da6a17cb8c2d9ea58cf6cc0b968ee7cfd2a29a,311,3.6000000075420147e-07,-0.26381783,0.16309558
1562,600,600K_legacy,star_uid014612_idx134_r0_random__51a8af5669a4,star,134,600K_legacy/row_1562__star_uid014612_idx134_r0_random__51a8af5669a4.data,80153,e9d5a2647da0e215d90a3283e16d90c30712fe48daeecb05cd19478694ce4de8,227,-4.899999981600178e-07,-0.26501692,0.09684404
